name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	1979.0	2.452	739.0	0.123
Left-G_and_S_occipital_inf	2746.0	2.325	1034.0	0.119
Left-G_and_S_paracentral	3471.0	2.77	1032.0	0.086
Left-G_and_S_subcentral	2946.0	2.842	935.0	0.102
Left-G_and_S_transv_frontopol	1741.0	2.619	546.0	0.119
Left-G_and_S_cingul-Ant	4431.0	2.789	1541.0	0.106
Left-G_and_S_cingul-Mid-Ant	1788.0	2.771	640.0	0.09
Left-G_and_S_cingul-Mid-Post	1994.0	2.669	743.0	0.079
Left-G_cingul-Post-dorsal	1461.0	3.126	362.0	0.129
Left-G_cingul-Post-ventral	752.0	2.791	197.0	0.123
Left-G_cuneus	3468.0	1.797	1861.0	0.144
Left-G_front_inf-Opercular	3771.0	3.047	959.0	0.106
Left-G_front_inf-Orbital	775.0	2.71	215.0	0.136
Left-G_front_inf-Triangul	2981.0	2.865	792.0	0.114
Left-G_front_middle	8093.0	2.592	2496.0	0.111
Left-G_front_sup	17575.0	3.101	4651.0	0.113
Left-G_Ins_lg_and_S_cent_ins	1373.0	3.394	401.0	0.111
Left-G_insular_short	2301.0	4.086	419.0	0.116
Left-G_occipital_middle	3195.0	2.484	1125.0	0.131
Left-G_occipital_sup	2518.0	2.323	957.0	0.129
Left-G_oc-temp_lat-fusifor	4155.0	2.914	1227.0	0.11
Left-G_oc-temp_med-Lingual	4781.0	1.963	2281.0	0.14
Left-G_oc-temp_med-Parahip	2585.0	2.875	670.0	0.067
Left-G_orbital	6056.0	3.073	1600.0	0.138
Left-G_pariet_inf-Angular	5253.0	2.946	1466.0	0.116
Left-G_pariet_inf-Supramar	6399.0	2.832	1943.0	0.109
Left-G_parietal_sup	6814.0	2.679	2111.0	0.11
Left-G_postcentral	3872.0	2.23	1428.0	0.101
Left-G_precentral	6784.0	3.07	1719.0	0.096
Left-G_precuneus	6915.0	2.871	1963.0	0.117
Left-G_rectus	2162.0	2.603	649.0	0.117
Left-G_subcallosal	710.0	2.737	247.0	0.093
Left-G_temp_sup-G_T_transv	1001.0	2.678	308.0	0.118
Left-G_temp_sup-Lateral	5594.0	3.039	1331.0	0.111
Left-G_temp_sup-Plan_polar	2115.0	3.448	548.0	0.058
Left-G_temp_sup-Plan_tempo	1996.0	2.57	794.0	0.069
Left-G_temporal_inf	6432.0	2.867	1761.0	0.13
Left-G_temporal_middle	7706.0	3.249	1738.0	0.118
Left-Lat_Fis-ant-Horizont	444.0	2.412	206.0	0.093
Left-Lat_Fis-ant-Vertical	571.0	2.521	287.0	0.089
Left-Lat_Fis-post	1811.0	2.788	847.0	0.098
Left-Pole_occipital	2470.0	1.847	1374.0	0.146
Left-Pole_temporal	4947.0	3.453	1115.0	0.125
Left-S_calcarine	2878.0	1.817	1826.0	0.107
Left-S_central	3902.0	2.267	2042.0	0.072
Left-S_cingul-Marginalis	1681.0	2.393	794.0	0.064
Left-S_circular_insula_ant	778.0	2.907	322.0	0.066
Left-S_circular_insula_inf	2420.0	3.636	880.0	0.069
Left-S_circular_insula_sup	2411.0	2.935	1023.0	0.086
Left-S_collat_transv_ant	1325.0	2.879	525.0	0.096
Left-S_collat_transv_post	652.0	2.401	347.0	0.107
Left-S_front_inf	2837.0	2.356	1324.0	0.077
Left-S_front_middle	3125.0	2.293	1268.0	0.115
Left-S_front_sup	4676.0	2.513	1940.0	0.086
Left-S_interm_prim-Jensen	158.0	2.537	70.0	0.069
Left-S_intrapariet_and_P_trans	3740.0	2.398	1756.0	0.082
Left-S_oc_middle_and_Lunatus	970.0	2.294	439.0	0.13
Left-S_oc_sup_and_transversal	1513.0	2.31	789.0	0.101
Left-S_occipital_ant	927.0	2.482	410.0	0.106
Left-S_oc-temp_lat	1096.0	2.658	492.0	0.1
Left-S_oc-temp_med_and_Lingual	3378.0	2.442	1590.0	0.073
Left-S_orbital_lateral	648.0	2.152	317.0	0.123
Left-S_orbital_med-olfact	851.0	2.577	402.0	0.102
Left-S_orbital-H_Shaped	2069.0	2.613	826.0	0.104
Left-S_parieto_occipital	3724.0	2.478	1751.0	0.099
Left-S_pericallosal	936.0	1.753	670.0	0.112
Left-S_postcentral	3476.0	2.178	1753.0	0.081
Left-S_precentral-inf-part	2413.0	2.956	973.0	0.077
Left-S_precentral-sup-part	2111.0	2.53	972.0	0.084
Left-S_suborbital	1020.0	2.454	490.0	0.082
Left-S_subparietal	1476.0	2.329	746.0	0.099
Left-S_temporal_inf	2243.0	2.39	1161.0	0.088
Left-S_temporal_sup	7044.0	2.578	3072.0	0.083
Left-S_temporal_transverse	469.0	2.498	240.0	0.09
