name	volume	thickness	area	meancurv
Left-bankssts	1757.0	2.613	723.0	0.06
Left-caudalanteriorcingulate	1554.0	2.612	563.0	0.105
Left-caudalmiddlefrontal	5881.0	2.641	2148.0	0.091
Left-cuneus	3200.0	1.844	1798.0	0.132
Left-entorhinal	1698.0	3.681	348.0	0.073
Left-fusiform	7771.0	2.831	2663.0	0.106
Left-inferiorparietal	9222.0	2.529	3461.0	0.095
Left-inferiortemporal	10273.0	2.96	3181.0	0.11
Left-isthmuscingulate	2451.0	2.567	860.0	0.097
Left-lateraloccipital	11711.0	2.164	5168.0	0.116
Left-lateralorbitofrontal	7977.0	2.856	2632.0	0.106
Left-lingual	6177.0	1.982	3227.0	0.126
Left-medialorbitofrontal	3899.0	2.422	1587.0	0.112
Left-middletemporal	9713.0	3.055	2615.0	0.101
Left-parahippocampal	2050.0	3.228	562.0	0.076
Left-paracentral	3168.0	2.432	1214.0	0.074
Left-parsopercularis	4388.0	2.756	1488.0	0.095
Left-parsorbitalis	2268.0	2.735	674.0	0.111
Left-parstriangularis	3588.0	2.509	1328.0	0.098
Left-pericalcarine	1965.0	1.597	1585.0	0.127
Left-postcentral	11171.0	2.39	4283.0	0.093
Left-posteriorcingulate	2515.0	2.456	997.0	0.104
Left-precentral	13684.0	2.8	4602.0	0.084
Left-precuneus	8792.0	2.621	3185.0	0.102
Left-rostralanteriorcingulate	2002.0	2.697	685.0	0.115
Left-rostralmiddlefrontal	12173.0	2.194	5221.0	0.116
Left-superiorfrontal	21103.0	2.727	7127.0	0.103
Left-superiorparietal	11964.0	2.292	5028.0	0.091
Left-superiortemporal	10673.0	3.02	3304.0	0.09
Left-supramarginal	8574.0	2.71	3024.0	0.109
Left-frontalpole	920.0	2.483	280.0	0.165
Left-temporalpole	2712.0	3.892	541.0	0.107
Left-transversetemporal	1272.0	2.611	445.0	0.089
Left-insula	6706.0	3.391	2025.0	0.096
