name	volume	thickness	area	meancurv
Left-bankssts	2456.0	2.525	1071.0	0.075
Left-caudalanteriorcingulate	1694.0	2.627	601.0	0.074
Left-caudalmiddlefrontal	5972.0	2.654	2158.0	0.088
Left-cuneus	2501.0	1.66	1640.0	0.139
Left-entorhinal	1223.0	3.087	312.0	0.074
Left-fusiform	8652.0	2.639	3189.0	0.1
Left-inferiorparietal	10278.0	2.368	4277.0	0.097
Left-inferiortemporal	9199.0	2.62	3311.0	0.104
Left-isthmuscingulate	2707.0	2.562	1045.0	0.114
Left-lateraloccipital	10646.0	2.024	5206.0	0.114
Left-lateralorbitofrontal	6823.0	2.725	2451.0	0.099
Left-lingual	4983.0	1.843	2747.0	0.116
Left-medialorbitofrontal	4036.0	2.432	1621.0	0.094
Left-middletemporal	10143.0	2.755	3272.0	0.095
Left-parahippocampal	2056.0	2.656	694.0	0.053
Left-paracentral	3750.0	2.777	1255.0	0.081
Left-parsopercularis	5273.0	2.598	1876.0	0.089
Left-parsorbitalis	1872.0	2.462	620.0	0.121
Left-parstriangularis	3245.0	2.365	1300.0	0.098
Left-pericalcarine	1572.0	1.467	1332.0	0.112
Left-postcentral	9265.0	2.324	3695.0	0.091
Left-posteriorcingulate	3097.0	2.573	1184.0	0.096
Left-precentral	13550.0	2.92	4319.0	0.084
Left-precuneus	9128.0	2.527	3600.0	0.104
Left-rostralanteriorcingulate	2862.0	2.734	947.0	0.108
Left-rostralmiddlefrontal	15779.0	2.437	6071.0	0.107
Left-superiorfrontal	21735.0	2.684	7510.0	0.098
Left-superiorparietal	11435.0	2.285	4951.0	0.099
Left-superiortemporal	12882.0	2.777	4370.0	0.077
Left-supramarginal	10574.0	2.7	3773.0	0.102
Left-frontalpole	829.0	2.354	305.0	0.149
Left-temporalpole	2243.0	3.39	539.0	0.104
Left-transversetemporal	1453.0	2.596	551.0	0.111
Left-insula	7384.0	3.019	2546.0	0.104
