name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	2389.0	2.291	1009.0	0.127
Left-G_and_S_occipital_inf	2897.0	2.356	1189.0	0.123
Left-G_and_S_paracentral	2998.0	2.76	908.0	0.086
Left-G_and_S_subcentral	3063.0	2.659	1105.0	0.111
Left-G_and_S_transv_frontopol	1656.0	2.557	576.0	0.137
Left-G_and_S_cingul-Ant	4708.0	2.678	1717.0	0.099
Left-G_and_S_cingul-Mid-Ant	2445.0	2.709	942.0	0.072
Left-G_and_S_cingul-Mid-Post	2350.0	2.741	885.0	0.074
Left-G_cingul-Post-dorsal	1477.0	3.16	402.0	0.128
Left-G_cingul-Post-ventral	739.0	2.876	217.0	0.104
Left-G_cuneus	2338.0	1.523	1532.0	0.145
Left-G_front_inf-Opercular	4151.0	2.691	1320.0	0.105
Left-G_front_inf-Orbital	665.0	2.295	233.0	0.125
Left-G_front_inf-Triangul	2478.0	2.581	772.0	0.114
Left-G_front_middle	9980.0	2.602	3094.0	0.115
Left-G_front_sup	16467.0	2.73	5135.0	0.107
Left-G_Ins_lg_and_S_cent_ins	1675.0	3.236	515.0	0.127
Left-G_insular_short	2079.0	3.716	464.0	0.093
Left-G_occipital_middle	4397.0	2.341	1568.0	0.108
Left-G_occipital_sup	2200.0	2.115	992.0	0.125
Left-G_oc-temp_lat-fusifor	4794.0	2.753	1527.0	0.11
Left-G_oc-temp_med-Lingual	3184.0	1.723	1769.0	0.129
Left-G_oc-temp_med-Parahip	2388.0	2.863	677.0	0.06
Left-G_orbital	5249.0	2.827	1551.0	0.114
Left-G_pariet_inf-Angular	4865.0	2.493	1683.0	0.115
Left-G_pariet_inf-Supramar	6500.0	2.831	1938.0	0.118
Left-G_parietal_sup	4614.0	2.245	1789.0	0.108
Left-G_postcentral	3805.0	2.416	1310.0	0.101
Left-G_precentral	6070.0	3.18	1470.0	0.091
Left-G_precuneus	5973.0	2.532	1988.0	0.122
Left-G_rectus	1991.0	2.467	677.0	0.11
Left-G_subcallosal	1010.0	2.52	403.0	0.131
Left-G_temp_sup-G_T_transv	1265.0	2.668	420.0	0.116
Left-G_temp_sup-Lateral	5753.0	2.888	1556.0	0.099
Left-G_temp_sup-Plan_polar	2058.0	3.382	561.0	0.046
Left-G_temp_sup-Plan_tempo	2179.0	2.582	822.0	0.07
Left-G_temporal_inf	5526.0	2.689	1758.0	0.116
Left-G_temporal_middle	6142.0	2.862	1689.0	0.1
Left-Lat_Fis-ant-Horizont	299.0	1.789	181.0	0.08
Left-Lat_Fis-ant-Vertical	353.0	2.311	172.0	0.064
Left-Lat_Fis-post	1593.0	2.635	801.0	0.09
Left-Pole_occipital	2534.0	1.675	1451.0	0.125
Left-Pole_temporal	4669.0	2.995	1243.0	0.125
Left-S_calcarine	2319.0	1.813	1566.0	0.108
Left-S_central	3508.0	2.262	1789.0	0.072
Left-S_cingul-Marginalis	1332.0	2.518	654.0	0.074
Left-S_circular_insula_ant	652.0	2.648	296.0	0.068
Left-S_circular_insula_inf	2155.0	2.939	930.0	0.077
Left-S_circular_insula_sup	2675.0	2.714	1203.0	0.08
Left-S_collat_transv_ant	1131.0	2.752	486.0	0.108
Left-S_collat_transv_post	679.0	2.197	407.0	0.102
Left-S_front_inf	3814.0	2.431	1692.0	0.082
Left-S_front_middle	2154.0	2.353	1070.0	0.08
Left-S_front_sup	4297.0	2.555	1787.0	0.087
Left-S_interm_prim-Jensen	309.0	2.382	158.0	0.106
Left-S_intrapariet_and_P_trans	3864.0	2.276	1978.0	0.083
Left-S_oc_middle_and_Lunatus	983.0	1.917	615.0	0.082
Left-S_oc_sup_and_transversal	1427.0	2.165	765.0	0.087
Left-S_occipital_ant	1362.0	2.375	660.0	0.096
Left-S_oc-temp_lat	1483.0	2.424	726.0	0.082
Left-S_oc-temp_med_and_Lingual	2976.0	2.219	1537.0	0.086
Left-S_orbital_lateral	521.0	2.171	277.0	0.126
Left-S_orbital_med-olfact	882.0	2.43	460.0	0.1
Left-S_orbital-H_Shaped	2223.0	2.72	872.0	0.093
Left-S_parieto_occipital	2744.0	2.356	1386.0	0.086
Left-S_pericallosal	1545.0	2.109	848.0	0.105
Left-S_postcentral	3525.0	2.583	1561.0	0.086
Left-S_precentral-inf-part	2417.0	2.608	1071.0	0.074
Left-S_precentral-sup-part	1863.0	2.54	841.0	0.064
Left-S_suborbital	952.0	2.232	494.0	0.087
Left-S_subparietal	1238.0	2.483	636.0	0.104
Left-S_temporal_inf	2145.0	2.409	1058.0	0.079
Left-S_temporal_sup	9546.0	2.506	4199.0	0.072
Left-S_temporal_transverse	609.0	2.501	303.0	0.089
