name	volume	thickness	area	meancurv
Left-bankssts	2740.0	2.302	1147.0	0.069
Left-caudalanteriorcingulate	1936.0	2.372	738.0	0.116
Left-caudalmiddlefrontal	6612.0	2.837	2129.0	0.089
Left-cuneus	3984.0	2.039	1948.0	0.132
Left-entorhinal	1668.0	2.962	413.0	0.084
Left-fusiform	10933.0	2.733	3735.0	0.103
Left-inferiorparietal	15917.0	2.515	5939.0	0.106
Left-inferiortemporal	10546.0	2.798	3373.0	0.094
Left-isthmuscingulate	3186.0	2.371	1229.0	0.105
Left-lateraloccipital	13725.0	2.141	6062.0	0.126
Left-lateralorbitofrontal	8784.0	2.935	2808.0	0.116
Left-lingual	6313.0	2.15	3049.0	0.13
Left-medialorbitofrontal	5584.0	2.753	1802.0	0.099
Left-middletemporal	12267.0	2.928	3417.0	0.104
Left-parahippocampal	1788.0	2.557	626.0	0.066
Left-paracentral	4713.0	2.667	1662.0	0.096
Left-parsopercularis	5464.0	2.813	1753.0	0.092
Left-parsorbitalis	2585.0	3.006	659.0	0.127
Left-parstriangularis	4654.0	2.773	1463.0	0.101
Left-pericalcarine	1938.0	1.798	1319.0	0.152
Left-postcentral	11031.0	2.261	4551.0	0.1
Left-posteriorcingulate	3928.0	2.437	1483.0	0.119
Left-precentral	17244.0	2.949	5441.0	0.092
Left-precuneus	11719.0	2.64	4167.0	0.103
Left-rostralanteriorcingulate	3510.0	2.99	1013.0	0.118
Left-rostralmiddlefrontal	16435.0	2.497	5945.0	0.119
Left-superiorfrontal	25788.0	2.862	7993.0	0.103
Left-superiorparietal	16532.0	2.454	6238.0	0.106
Left-superiortemporal	14511.0	3.045	4225.0	0.095
Left-supramarginal	13539.0	2.718	4471.0	0.104
Left-frontalpole	964.0	2.458	289.0	0.149
Left-temporalpole	2857.0	3.743	589.0	0.119
Left-transversetemporal	2178.0	2.551	769.0	0.099
Left-insula	7927.0	3.237	2521.0	0.093
