name	volume	thickness	area	meancurv
Left-bankssts	1647.0	2.498	700.0	0.077
Left-caudalanteriorcingulate	931.0	2.179	432.0	0.099
Left-caudalmiddlefrontal	5970.0	2.664	2083.0	0.093
Left-cuneus	2808.0	1.9	1464.0	0.136
Left-entorhinal	1637.0	3.291	410.0	0.099
Left-fusiform	9530.0	2.68	3167.0	0.111
Left-inferiorparietal	10717.0	2.442	4271.0	0.112
Left-inferiortemporal	8373.0	2.726	2789.0	0.112
Left-isthmuscingulate	2718.0	2.536	1000.0	0.096
Left-lateraloccipital	11823.0	2.096	5453.0	0.131
Left-lateralorbitofrontal	6300.0	2.942	2062.0	0.119
Left-lingual	6681.0	2.097	3292.0	0.138
Left-medialorbitofrontal	4836.0	2.785	1647.0	0.106
Left-middletemporal	8922.0	2.841	2671.0	0.108
Left-parahippocampal	1754.0	2.82	545.0	0.09
Left-paracentral	3245.0	2.568	1164.0	0.082
Left-parsopercularis	3839.0	2.649	1335.0	0.098
Left-parsorbitalis	2042.0	2.856	576.0	0.126
Left-parstriangularis	3066.0	2.465	1166.0	0.093
Left-pericalcarine	2071.0	1.732	1453.0	0.132
Left-postcentral	7669.0	1.89	3829.0	0.097
Left-posteriorcingulate	2590.0	2.513	993.0	0.103
Left-precentral	12425.0	2.593	4480.0	0.085
Left-precuneus	9118.0	2.408	3756.0	0.112
Left-rostralanteriorcingulate	1600.0	2.735	541.0	0.113
Left-rostralmiddlefrontal	12110.0	2.381	4864.0	0.114
Left-superiorfrontal	19851.0	2.776	6489.0	0.103
Left-superiorparietal	11451.0	2.241	4992.0	0.107
Left-superiortemporal	10423.0	2.77	3419.0	0.095
Left-supramarginal	10004.0	2.411	3897.0	0.111
Left-frontalpole	995.0	2.57	294.0	0.162
Left-temporalpole	2343.0	3.434	519.0	0.125
Left-transversetemporal	904.0	1.989	465.0	0.116
Left-insula	5869.0	3.367	1793.0	0.092
