name	volume	thickness	area	meancurv
Left-bankssts	2291.0	2.611	961.0	0.079
Left-caudalanteriorcingulate	1412.0	2.88	417.0	0.091
Left-caudalmiddlefrontal	5399.0	2.671	1849.0	0.101
Left-cuneus	2304.0	1.774	1302.0	0.128
Left-entorhinal	2555.0	3.358	565.0	0.088
Left-fusiform	7612.0	2.66	2655.0	0.104
Left-inferiorparietal	11012.0	2.479	4266.0	0.102
Left-inferiortemporal	8325.0	2.723	2824.0	0.095
Left-isthmuscingulate	1761.0	2.503	730.0	0.116
Left-lateraloccipital	10530.0	2.096	4880.0	0.12
Left-lateralorbitofrontal	7006.0	2.852	2397.0	0.106
Left-lingual	4771.0	1.837	2699.0	0.122
Left-medialorbitofrontal	4379.0	2.507	1598.0	0.108
Left-middletemporal	9491.0	2.84	2861.0	0.107
Left-parahippocampal	1900.0	2.746	576.0	0.071
Left-paracentral	4056.0	2.646	1457.0	0.102
Left-parsopercularis	4066.0	2.584	1437.0	0.106
Left-parsorbitalis	2093.0	2.557	663.0	0.116
Left-parstriangularis	3983.0	2.622	1397.0	0.103
Left-pericalcarine	1694.0	1.614	1333.0	0.131
Left-postcentral	8219.0	2.105	3647.0	0.091
Left-posteriorcingulate	2396.0	2.596	874.0	0.109
Left-precentral	11894.0	2.659	4218.0	0.091
Left-precuneus	7313.0	2.397	3041.0	0.11
Left-rostralanteriorcingulate	2294.0	2.781	708.0	0.104
Left-rostralmiddlefrontal	12185.0	2.305	4896.0	0.115
Left-superiorfrontal	22716.0	2.896	7079.0	0.104
Left-superiorparietal	11154.0	2.204	4853.0	0.103
Left-superiortemporal	11111.0	2.904	3457.0	0.085
Left-supramarginal	8984.0	2.665	3227.0	0.111
Left-frontalpole	1023.0	2.639	300.0	0.145
Left-temporalpole	2309.0	3.583	529.0	0.112
Left-transversetemporal	913.0	2.22	428.0	0.122
Left-insula	6221.0	3.161	1987.0	0.097
