name	volume	thickness	area	meancurv
Left-bankssts	1660.0	2.573	725.0	0.069
Left-caudalanteriorcingulate	1592.0	2.696	567.0	0.093
Left-caudalmiddlefrontal	4963.0	2.643	1856.0	0.096
Left-cuneus	3093.0	1.917	1631.0	0.139
Left-entorhinal	1982.0	3.399	447.0	0.089
Left-fusiform	8480.0	2.753	2811.0	0.105
Left-inferiorparietal	11242.0	2.489	4166.0	0.101
Left-inferiortemporal	8940.0	2.584	3227.0	0.103
Left-isthmuscingulate	2244.0	2.554	849.0	0.121
Left-lateraloccipital	12135.0	2.151	5282.0	0.11
Left-lateralorbitofrontal	7489.0	2.884	2477.0	0.106
Left-lingual	6153.0	2.069	2962.0	0.127
Left-medialorbitofrontal	4390.0	2.525	1676.0	0.108
Left-middletemporal	8760.0	2.694	2608.0	0.102
Left-parahippocampal	1943.0	3.314	525.0	0.075
Left-paracentral	4050.0	2.458	1532.0	0.101
Left-parsopercularis	5127.0	2.657	1742.0	0.092
Left-parsorbitalis	1946.0	2.531	610.0	0.125
Left-parstriangularis	3770.0	2.55	1341.0	0.093
Left-pericalcarine	1662.0	1.673	1212.0	0.122
Left-postcentral	8233.0	2.108	3667.0	0.096
Left-posteriorcingulate	2989.0	2.42	1146.0	0.103
Left-precentral	13002.0	2.74	4441.0	0.095
Left-precuneus	8249.0	2.398	3276.0	0.099
Left-rostralanteriorcingulate	3091.0	3.0	886.0	0.115
Left-rostralmiddlefrontal	12982.0	2.419	4944.0	0.108
Left-superiorfrontal	21703.0	2.871	6898.0	0.099
Left-superiorparietal	13090.0	2.306	5392.0	0.098
Left-superiortemporal	10176.0	2.838	3248.0	0.081
Left-supramarginal	9520.0	2.701	3342.0	0.102
Left-frontalpole	824.0	2.184	304.0	0.141
Left-temporalpole	2617.0	3.723	526.0	0.098
Left-transversetemporal	1286.0	2.456	471.0	0.093
Left-insula	6560.0	3.195	2106.0	0.104
